feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
1.029483624,2.620793091,0.931811571,-1.111967026,-0.299676648,-0.050204617,-1.35409977,0.996858773,-1.065900937,1.464177239,1,0,1.029483624,2.620793091,0.875811242,-0.987504646,C,X,,0
-1.021360561,0.85670248,-1.119266082,1.677377088,-0.589332231,-0.458638636,1.938387972,1.076848145,0.420996743,-0.805171752,1,0,-1.021360561,0.85670248,-1.068455772,1.491260555,B,Y,,1
0.189197265,-0.686538753,0.137678263,1.163376055,-2.109838241,1.339326589,-0.146329685,-1.285999707,-0.305570028,1.068792321,1,0,0.189197265,-0.686538753,0.138361543,1.073067248,C,Y,,1
1.567254578,1.121857856,1.516860797,2.320040722,-0.053904849,-0.98230358,-2.361662363,-0.90406829,-1.301521661,0.196131459,1,0,1.567254578,1.121857856,1.431507893,2.097634739,B,Y,,0
0.573392654,1.116681275,0.50786573,0.232094638,2.666905222,0.097155787,-0.720212568,-0.342148651,-0.630029437,0.498883195,1,0,0.573392654,1.116681275,0.487970248,0.1974461,B,Y,,1
-0.507269208,-1.688505188,-1.152651451,-1.120047422,-1.064220007,-0.009844809,2.785313626,0.60379052,-1.740693708,0.670911248,1,0,-0.507269208,-1.688505188,-1.10127767,-0.999752046,B,Y,,1
1.841001591,0.629529584,1.805802744,-0.80431576,-1.130615335,0.622711224,-2.847456833,-0.631577729,-1.450448323,0.895355431,1,0,1.841001591,0.629529584,1.72274049,-0.731362445,B,Y,,0
0.592713571,-1.053835495,0.525987172,0.427814395,-0.347186495,0.77080222,-0.747560845,-0.561337996,-0.647963674,-1.70190223,1,0,0.592713571,-1.053835495,0.496452494,0.382332298,A,X,,0
-0.364051734,0.972056966,-0.049437928,-0.013304635,0.750872779,0.654431027,-0.376549642,-1.558786995,1.29201887,-0.599822023,1,0,-0.364051734,0.972056966,-0.038448085,-0.008883873,A,X,,0
1.105419998,1.200078956,0.999271682,-0.491902448,-0.606700295,0.211283692,-1.450096021,0.619711446,-1.14867892,-1.876552706,1,0,1.105419998,1.200078956,0.953850445,-0.453555764,A,Y,,0
0.631813319,0.209659415,0.501004243,-0.491636186,1.800511182,1.238946353,-0.614600038,-0.9735462,-0.885703942,0.807122597,1,0,0.631813319,0.209659415,0.484493605,-0.437924682,A,X,,0
-0.793610764,-1.143019312,-1.122137335,0.820158187,1.029457482,0.87231538,2.277185682,0.072874098,-0.497720108,-0.064688605,1,0,-0.793610764,-1.143019312,-1.076825951,0.747245936,C,Y,,1
1.955098024,-1.731201303,1.911808386,1.494938227,-0.089234154,-0.037570645,-3.005880431,0.44300213,-1.559647752,0.041325632,1,0,1.955098024,-1.731201303,1.819908265,1.362061307,A,X,,0
-1.631604218,-0.315296655,-1.684149507,-0.941022701,0.703440133,2.154928677,2.779341876,-0.802280027,1.01186675,0.246083615,1,0,-1.631604218,-0.315296655,-1.599083738,-0.866066488,A,X,,1
-0.017567652,0.348341739,-0.395391186,-0.897830066,-0.417430382,0.344053922,1.182133356,1.074333005,-1.221721772,-0.487705373,1,0,-0.017567652,0.348341739,-0.382294606,-0.80531053,C,Y,,1
0.059618208,-1.254160987,0.046528821,-0.555016702,-0.276889356,-0.671720789,-0.055714998,2.091094273,-0.086013445,-1.402369283,1,0,0.059618208,-1.254160987,0.040569023,-0.520949996,B,X,,1
-1.366684844,0.500917329,-1.180716388,-0.982324272,-1.364105994,-0.53187775,1.625663764,1.223936344,1.598994486,1.605355962,1,0,-1.366684844,0.500917329,-1.108847693,-0.884627622,C,Y,,1
-0.141738235,0.32434021,-0.093780201,-0.532725498,0.514883596,0.819925253,0.081029802,-1.35751754,0.259508982,0.839663864,1,0,-0.141738235,0.32434021,-0.087245769,-0.467900394,C,X,,1
0.169433573,0.346709978,0.093499751,2.511556552,-0.531454551,-1.567859425,-0.040040407,-0.032280611,-0.371004351,-1.840077745,1,0,0.169433573,0.346709978,0.075166383,2.283618458,B,X,,1
0.949310685,1.103877343,0.889117433,0.475167746,-1.548960525,0.257975981,-1.339882047,-0.589271652,-0.885289629,-0.002403841,1,0,0.949310685,1.103877343,0.84620182,0.427680089,C,Y,,0
1.14127541,0.012499322,1.034145708,2.868403056,0.184710475,0.937915538,-1.504649609,1.05872853,-1.177894544,-1.668599259,1,0,1.14127541,0.012499322,0.979577311,2.578207533,C,X,,0
-0.327058773,0.492986459,-0.418065282,-0.057517753,0.164294765,2.196223142,0.802905398,0.210668465,-0.060101182,1.075343402,1,0,-0.327058773,0.492986459,-0.399363986,-0.062643209,A,Y,,1
-0.429443389,-0.994428522,-0.765005065,0.24954819,0.671944608,0.384202072,1.714153276,-0.252763255,-0.784869078,-1.183056185,1,0,-0.429443389,-0.994428522,-0.736281518,0.227757346,A,Y,,1
0.057678659,-0.780143881,0.026129504,0.73526931,-0.630458454,1.637082408,0.003777337,-0.460306763,-0.144920233,-0.559163835,1,0,0.057678659,-0.780143881,0.023885016,0.664954604,B,X,,1
-1.015682067,0.772847839,-0.859614279,0.783159888,0.085594704,-0.278372968,1.153596854,0.564789106,1.246686183,0.335054352,1,0,-1.015682067,0.772847839,-0.818215338,0.710165895,C,X,,1
1.831076892,0.083826628,1.772435407,1.410459145,0.70450654,0.789056687,-2.759929159,-0.86108791,-1.519843328,0.409762796,1,0,1.831076892,0.083826628,1.681155418,1.26315164,A,Y,,0
-0.538786182,1.534482102,-0.635001474,1.122374219,1.096547118,-2.191253851,1.158653907,0.543390828,0.076464929,-0.459764616,1,0,-0.538786182,1.534482102,-0.617649341,1.014840717,C,Y,,1
1.014404519,1.223083067,0.923489295,-0.2588544,-0.528977708,-1.056557643,-1.350533036,-0.570351366,-1.032886086,0.352504968,1,0,1.014404519,1.223083067,0.880340017,-0.218382041,C,X,,0
-0.347435302,0.252568846,-0.501971907,1.384532048,-1.776011754,1.063940988,1.029642877,1.101322958,-0.252892539,0.444198327,1,0,-0.347435302,0.252568846,-0.47610739,1.226038125,A,X,,0
0.118182685,-0.880011982,0.083629902,0.26918092,1.431152118,-0.26003625,-0.084163055,-1.177761458,-0.198622981,-0.215787126,1,0,0.118182685,-0.880011982,0.078693361,0.233085924,A,X,,1
-0.079389407,0.346117329,-0.071034249,0.492014281,-1.941567801,-2.384905509,0.101908529,0.158094876,0.084887089,2.064220135,1,0,-0.079389407,0.346117329,-0.075920501,0.444723558,B,X,,1
-0.744385573,1.493003104,-0.652081684,-0.16013014,0.409685344,-0.596993588,0.912889059,1.455600479,0.841554421,0.618360566,1,0,-0.744385573,1.493003104,-0.624848739,-0.152874297,C,X,,1
0.82685002,-0.228005727,0.646251013,-1.406977462,0.703140197,2.498430484,-0.775583369,1.32099579,-1.189860434,0.402268077,1,0,0.82685002,-0.228005727,0.596635853,-1.262781087,B,X,,0
0.352714014,1.059565573,0.256555624,-0.555280497,-0.759673018,0.663646347,-0.272451497,0.764213203,-0.570033885,1.038012527,1,0,0.352714014,1.059565573,0.244657928,-0.518265905,C,X,,1
-1.829756498,0.016124788,-1.544095511,0.143306305,0.71517439,-0.051118693,2.064454555,-0.925392258,2.260627748,-0.515905313,1,0,-1.829756498,0.016124788,-1.466779085,0.134812867,A,X,,1
1.077148116,0.858451117,0.956860586,-0.23462057,-0.995815395,0.651136242,-1.361533801,-1.448591415,-1.174367942,0.038237995,1,0,1.077148116,0.858451117,0.906188327,-0.209808116,A,X,,0
-1.393127604,0.997059356,-1.194490923,1.127350089,0.520689496,-1.079532852,1.629415718,-0.82383687,1.659566754,-1.129849857,1,0,-1.393127604,0.997059356,-1.13211383,1.006179979,C,X,,1
0.160845398,-1.496158813,0.499218887,-0.918212167,1.573734217,0.456688011,-1.291619012,-0.169122686,0.988894253,1.322744467,1,0,0.160845398,-1.496158813,0.486045407,-0.824567529,A,X,,0
-1.180070922,-0.915477029,-1.022760082,0.126459219,-0.900448461,1.419455681,1.413658089,1.178865937,1.369993535,-0.502868754,1,0,-1.180070922,-0.915477029,-0.975024856,0.11167383,B,X,,1
-1.138547171,0.894232775,-0.994614013,-0.766322525,-0.506189061,-0.179514575,1.387866694,0.365759986,1.296163664,-0.264545899,1,0,-1.138547171,0.894232775,-0.938306267,-0.689747206,B,X,,1
-0.078388118,0.227034479,-0.018738039,-0.324068175,0.404212865,0.715872745,-0.056361829,0.68022036,0.251756975,0.591442152,1,0,-0.078388118,0.227034479,-0.00242829,-0.298458761,B,X,,1
-0.21780325,-0.995148482,-0.729575135,-0.181503162,0.321678541,0.168059806,1.912628578,0.178476664,-1.514123281,-2.177065046,1,0,-0.21780325,-0.995148482,-0.678109845,-0.15772049,B,X,,1
0.655872886,-0.589112133,0.506970052,-0.935596299,-1.186993388,1.057814181,-0.597956291,-0.912810919,-0.962274342,-0.177917876,1,0,0.655872886,-0.589112133,0.490572742,-0.856384318,C,X,,1
0.210314634,-1.151153737,-0.016471121,-2.839078659,0.862223512,-1.416227056,0.355068962,0.956703186,-0.893538487,-0.809380821,1,0,0.210314634,-1.151153737,-0.028981904,-2.535150062,B,Y,,1
-0.330345192,0.682052066,-0.51721707,1.487246155,-0.06717829,-0.715759989,1.10096913,0.239404501,-0.37093876,-0.580053241,1,0,-0.330345192,0.682052066,-0.498205395,1.342985026,B,X,,0
1.033202578,-0.227106008,0.950854284,-0.141757554,-1.05122003,-2.531769316,-1.406870304,0.728518644,-1.018531214,0.135563416,1,0,1.033202578,-0.227106008,0.900897071,-0.120052042,A,X,,0
1.482207694,-1.288307617,1.434725847,0.292715482,0.573744421,-1.276304417,-2.234048603,-0.614122565,-1.230315381,0.145521198,1,0,1.482207694,-1.288307617,1.386147285,0.271306703,C,X,,0
-1.490926521,1.277856655,-1.277856645,0.570487331,-0.172374957,0.714731728,1.742309702,1.49801177,1.777666712,0.101723208,1,0,-1.490926521,1.277856655,-1.216459701,0.524311463,C,Y,,1
-0.621655193,-1.551512249,-0.482133837,0.662051835,-1.157116619,-1.333128355,0.571686656,1.849362141,0.90680103,1.188596823,1,0,-0.621655193,-1.551512249,-0.471523061,0.601693444,A,X,,1
-1.167786457,-0.867922463,-1.017412201,0.557137618,1.992036636,1.833896546,1.415125986,-0.597478858,1.338418569,0.749282557,1,0,-1.167786457,-0.867922463,-0.973933934,0.500569635,A,Y,,1
0.704000965,0.949594571,0.796509054,-0.059415181,-0.087435329,0.548319628,-1.412514894,0.224234745,-0.208422541,1.855503315,1,0,0.704000965,0.949594571,0.74015416,-0.058532625,C,X,,1
-0.252476351,-1.103184381,0.06439134,0.820553503,-0.236448837,-0.119619624,-0.56252111,-0.420027727,1.218447414,0.184309064,1,0,-0.252476351,-1.103184381,0.055535802,0.751215275,A,Y,,0
-0.029774949,-0.681380235,-0.650451475,0.967826024,-1.340072071,0.432216691,1.94344045,1.373914385,-2.00634181,0.993782215,1,0,-0.029774949,-0.681380235,-0.627649815,0.858308456,C,X,,1
-0.939909621,-1.532683971,-0.785360837,-1.128590673,-0.867975423,-0.213593242,1.036615097,0.872787414,1.186758607,0.972443998,1,0,-0.939909621,-1.532683971,-0.76767126,-1.031941225,C,Y,,1
0.211606701,-0.596974287,0.297061137,-2.390304367,0.379153119,1.230222176,-0.600638313,0.913473732,0.125708563,-0.412220745,1,0,0.211606701,-0.596974287,0.270517135,-2.151036959,C,X,,1
0.690649932,-0.321159039,0.855525716,-1.585625707,-0.214150311,0.837154486,-1.612108342,-0.837090134,0.037709575,1.140067846,1,0,0.690649932,-0.321159039,0.805077007,-1.424251771,C,X,,0
-0.447236365,1.505062039,-0.364521128,-1.080002608,-0.807650558,-0.391569977,0.46522532,1.49503031,0.594676489,0.162796618,1,0,-0.447236365,1.505062039,-0.335805086,-0.987050384,C,X,,1
0.549369031,-1.358574015,-0.094690916,-1.079736321,-0.132136589,-0.523731303,1.085283269,-0.101280719,-2.502847469,-2.02179864,1,0,0.549369031,-1.358574015,-0.08455508,-0.952912873,C,Y,,1
-0.27161797,0.632454217,-0.692894803,-0.474178175,-0.852386766,0.475365611,1.72261874,1.609520666,-1.179411615,-0.771771957,1,0,-0.27161797,0.632454217,-0.661893693,-0.431526691,B,X,,1
0.837935457,1.246891716,0.768828164,-0.062004009,-0.052404451,1.704105516,-1.133890625,-0.36650702,-0.833624125,0.951449277,1,0,0.837935457,1.246891716,0.732524682,-0.061800839,A,X,,0
0.484150442,0.910215784,0.627346786,-0.183528172,-0.403287792,0.084526984,-1.214446955,0.056741683,0.116668732,-1.209198711,1,0,0.484150442,0.910215784,0.586669765,-0.167125865,B,Y,,0
-0.539740591,1.101737862,-0.493673501,0.491993487,2.721912148,0.844455872,0.725631786,0.39495797,0.542037353,-1.606256788,1,0,-0.539740591,1.101737862,-0.478629302,0.43670342,C,X,,1
-0.442859574,0.685589746,-0.698600545,-0.141648586,-0.806376929,0.07569494,1.491901676,0.530975662,-0.514338441,1.166370546,1,0,-0.442859574,0.685589746,-0.670376282,-0.118371843,B,Y,,1
-0.625631966,0.220630804,-0.521840621,-0.352087747,0.238171306,-0.84077189,0.687195093,0.580567687,0.792944854,0.32475824,1,0,-0.625631966,0.220630804,-0.493573704,-0.320879559,A,Y,,1
-0.22886961,1.028768991,0.299776096,0.501685045,-0.766864038,0.068072269,-1.247217111,0.078117735,1.893266946,0.248325143,1,0,-0.22886961,1.028768991,0.272016621,0.453289389,C,X,,0
-2.480859438,0.485359908,-2.101131035,-0.849104851,-0.128877379,-0.509093805,2.822231161,-0.731254569,3.040277925,0.305665569,1,0,-2.480859438,0.485359908,-2.001100748,-0.74327358,B,Y,,1
-0.291754844,-0.477839851,-0.241558575,-0.044606532,-0.43578973,-0.841449514,0.314982934,-1.934087745,0.37564243,1.342180131,1,0,-0.291754844,-0.477839851,-0.223639588,-0.042027287,C,Y,,1
1.231133388,0.618886298,0.361459838,1.638359732,0.891303687,0.004229859,0.68005645,0.311652856,-3.734540775,0.381309612,1,0,1.231133388,0.618886298,0.334048967,1.475877927,C,Y,,1
0.185159192,-1.111457957,0.063818749,0.246504778,1.281643795,0.557691061,0.073398035,1.140149039,-0.53076888,0.498221748,1,0,0.185159192,-1.111457957,0.066869317,0.232488745,A,X,,0
-0.702742562,0.729772937,-0.588927758,-0.931001712,0.314444591,-0.358958385,0.780350674,0.686857911,0.881629767,0.043030973,1,0,-0.702742562,0.729772937,-0.564581159,-0.840621133,A,X,,1
0.380450678,1.748137069,0.708074675,1.04006182,0.082832571,-0.728171901,-1.611272931,-1.334610607,0.794473041,-0.739771164,1,0,0.380450678,1.748137069,0.667847665,0.935111996,B,X,,1
-0.034051213,-0.12754912,-0.168960252,1.51115493,-0.189120391,0.921650112,0.466689626,-0.012088948,-0.416088747,-1.45117569,1,0,-0.034051213,-0.12754912,-0.147857215,1.349980003,A,X,,0
-0.887470454,0.719168666,-0.740590471,1.819771787,1.056724911,0.966807104,0.975867683,0.648881926,1.123663475,-0.083089328,1,0,-0.887470454,0.719168666,-0.714841508,1.635251871,A,X,,1
2.120033752,-0.592355956,2.104076203,0.123547696,0.625508017,0.885231483,-3.354092669,-0.505746704,-1.589988066,1.954157434,1,0,2.120033752,-0.592355956,2.005743277,0.117885088,B,X,,0
-0.55047719,-0.453636388,-1.380763611,1.726226546,-0.016610342,-0.105818757,3.419394082,0.771796177,-2.313489661,-0.887329459,1,0,-0.55047719,-0.453636388,-1.308670131,1.546571452,A,X,,1
-1.037004373,0.217207938,-0.868390472,-0.464767224,1.744861407,2.404837542,1.149503008,0.468540162,1.303145147,-1.177226417,1,0,-1.037004373,0.217207938,-0.830679775,-0.425666636,C,X,,1
0.245066131,1.118632334,0.543192738,0.013043374,-0.856348518,-0.611633737,-1.303879597,-0.110005499,0.796302542,-0.179251025,1,0,0.245066131,1.118632334,0.508882822,0.000212142,B,X,,0
1.470973757,0.841983695,1.441771691,-0.3692072,-0.110665369,-0.896642227,-2.271846693,-0.374822057,-1.162440759,-2.906988219,1,0,1.470973757,0.841983695,1.378712934,-0.332616928,B,Y,,0
0.617189813,1.080056059,-0.031530759,0.942788514,-0.900671383,-0.964200071,0.990659621,1.071929865,-2.567271628,0.487305237,1,0,0.617189813,1.080056059,-0.035074575,0.861739637,B,X,,1
-2.190221409,-0.431455645,-1.875485778,-2.120087215,-0.528998414,-1.075736648,2.554231786,-0.310937516,2.617100912,-0.736063653,1,0,-2.190221409,-0.431455645,-1.771303207,-1.909127539,C,X,,1
-1.361394785,2.054193841,-1.140427286,0.147820739,-2.850030109,0.544582401,1.510279889,-0.642776383,1.709509726,-1.416268859,1,0,-1.361394785,2.054193841,-1.081671169,0.124852939,B,X,,1
0.47076539,-0.334802987,0.643331862,-1.793921113,1.243405797,1.22803021,-1.282664088,-0.599821394,0.222339306,-0.566705108,1,0,0.47076539,-0.334802987,0.612707026,-1.625957169,A,Y,,0
-0.283514708,-0.073107302,-0.276476341,-0.790770919,0.176484184,0.451226016,0.433568235,-0.403379746,0.228655043,1.015937224,1,0,-0.283514708,-0.073107302,-0.244479032,-0.701769971,C,X,,1
-0.876330459,-0.337877775,-0.758753983,0.002231622,-0.21208967,0.542203007,1.047484847,-0.457218539,1.019839112,-0.274643749,1,0,-0.876330459,-0.337877775,-0.713121138,-0.001599275,A,X,,1
1.095881438,2.281651837,0.93870761,-0.617641677,-0.409686593,0.71232216,-1.278945453,-1.880010034,-1.308475721,-1.535040248,1,0,1.095881438,2.281651837,0.887431794,-0.551538533,C,X,,0
1.329172881,-0.783765666,1.231077957,-0.690541052,0.294224129,-0.2344078,-1.833834316,-0.831822208,-1.284673979,-0.916191915,1,0,1.329172881,-0.783765666,1.156601691,-0.627666315,C,Y,,0
0.130443554,-0.600385693,0.39668537,0.13965369,-0.15783751,0.308292064,-1.022519427,0.968769896,0.775271166,0.073336745,1,0,0.130443554,-0.600385693,0.368324036,0.147473979,A,X,,0
0.544656322,1.897767017,0.297848915,-0.947892717,-1.978225249,0.046934902,-0.120427674,0.764029782,-1.201483247,-0.834323045,1,0,0.544656322,1.897767017,0.275597543,-0.846259236,A,Y,,1
-0.519163346,-1.16206582,-0.095318499,1.582116751,2.291911267,1.867462004,-0.461192406,0.129187473,1.761426435,-0.39946549,1,0,-0.519163346,-1.16206582,-0.100656017,1.424089573,B,X,,0
-0.612212028,1.330432344,-0.530583907,-0.120587188,-1.93542996,-0.549158942,0.733345147,-0.485678745,0.710796137,-1.340124896,1,0,-0.612212028,1.330432344,-0.526366737,-0.123444904,B,Y,,1
1.585260348,0.510792089,1.51662149,1.030580586,-0.90775618,1.519283924,-2.334839618,0.854525227,-1.374195109,-0.657834554,1,0,1.585260348,0.510792089,1.442280647,0.913808813,A,Y,,0
-0.216484617,0.107983921,-0.217748244,2.606859163,-0.386112776,1.015220892,0.351335058,0.059691881,0.152906975,0.193406367,1,0,-0.216484617,0.107983921,-0.21048363,2.353863152,B,X,,1
-0.433875793,2.703027564,0.14437144,-0.230661667,-2.304211936,-0.361009223,-1.069656518,1.441942402,2.20403962,1.103217572,1,0,-0.433875793,2.703027564,0.133551363,-0.200125607,A,Y,,0
0.226760234,0.360393395,0.264605102,0.504287853,-0.17529453,0.399317602,-0.479553458,-0.507008659,-0.040838685,0.29096473,1,0,0.226760234,0.360393395,0.259748208,0.431605769,C,Y,,0
-0.489240014,-1.407293443,-0.467083341,-1.298103904,-0.956058552,2.317636789,0.717600565,0.713266251,0.42728212,1.314226576,1,0,-0.489240014,-1.407293443,-0.44718178,-1.159727786,B,X,,1
-1.274941359,0.311109991,-1.810131095,-1.889649292,-0.608226507,0.363115628,3.680944762,1.290644461,-0.823799865,2.01527511,1,0,-1.274941359,0.311109991,-1.727501429,-1.710054467,B,Y,,1
-1.396682353,0.441662564,-1.196522587,-1.433730025,-0.375633661,-1.30481689,1.630469631,-2.106889115,1.667121713,-0.837405725,1,0,-1.396682353,0.441662564,-1.144696441,-1.292114265,C,X,,1
0.448819418,-0.761760371,0.367734291,-0.299696057,-0.657035237,0.994558236,-0.472744875,-0.04779925,-0.590498755,1.57587581,1,0,0.448819418,-0.761760371,0.353972439,-0.274036385,B,X,,1
-0.03005577,-1.190916506,0.583495789,0.678728069,0.505557853,0.436235705,-1.82564636,-1.134020186,2.026462926,-0.929136341,1,0,-0.03005577,-1.190916506,0.536238232,0.620803564,B,Y,,0
-0.168833338,0.863528243,0.124085008,0.171469318,-0.998306775,0.518793017,-0.623629793,-1.217403793,1.079523821,1.152648103,1,0,-0.168833338,0.863528243,0.106439302,0.149846543,A,Y,,0
-0.076760186,0.829323773,0.422045572,-0.631651525,-1.426018117,0.393873218,-1.400229171,-0.363573295,1.685432145,0.291202755,1,0,-0.076760186,0.829323773,0.38574275,-0.578959956,B,Y,,0
1.924409844,1.060209907,1.884777311,2.759660039,0.476357769,0.505470159,-2.967792769,-0.508963626,-1.525437991,0.392415967,1,0,1.924409844,1.060209907,1.782656474,2.480797483,A,Y,,0
-1.111982659,0.019599617,-0.958695529,-0.80243004,-0.339311187,-0.041337205,1.316659868,0.460042324,1.307456341,0.578928649,1,0,-1.111982659,0.019599617,-0.932936172,-0.711139165,A,X,,1
0.237336612,-1.335862404,0.489983029,0.724136559,1.092106784,-0.547905304,-1.152569024,2.587908974,0.653311747,1.290758424,1,0,0.237336612,-1.335862404,0.463877884,0.640258298,A,Y,,0
0.568259889,-2.104749506,0.780330581,2.042177911,0.07660907,-0.511763558,-1.559803278,0.398147265,0.280690219,0.155324999,1,0,0.568259889,-2.104749506,0.754862842,1.832077207,C,X,,0
-0.09184905,-0.409308474,-0.888493158,1.005924512,0.494705654,0.383435031,2.58050874,1.127908993,-2.536253884,-1.127496099,1,0,-0.09184905,-0.409308474,-0.839352244,0.901210382,B,X,,1
-1.690130567,0.568103205,-1.90139206,-1.049655499,0.506240989,1.447305699,3.358027161,1.640614563,0.535746702,1.362562853,1,0,-1.690130567,0.568103205,-1.810150216,-0.947520137,B,X,,1
0.410728141,-0.10902342,0.665284963,0.034375309,-0.596894785,-1.67446946,-1.436711477,1.362132404,0.533777262,0.160589433,1,0,0.410728141,-0.10902342,0.620168592,0.042282949,B,Y,,0
-0.227033759,0.964155884,0.224211547,-0.305444702,1.591400368,0.876714186,-1.013770129,1.952917382,1.639044438,-1.72918289,1,0,-0.227033759,0.964155884,0.227967763,-0.273271954,C,Y,,0
-0.514035573,1.650572963,-0.435613604,-0.62921215,2.13558673,0.282034219,0.585555931,0.033524702,0.629104503,-0.032047494,1,0,-0.514035573,1.650572963,-0.418618836,-0.569450335,C,X,,1
0.00677342,0.319965191,0.307912768,-1.406943401,-1.349773069,1.768169293,-0.930601481,0.110886383,0.979001082,-0.441848927,1,0,0.00677342,0.319965191,0.295899514,-1.273252562,B,X,,0
0.283206151,0.590744336,0.373548993,-0.220113731,-0.01656841,0.683324512,-0.73049136,-0.371779012,0.089743003,0.063649061,1,0,0.283206151,0.590744336,0.348831269,-0.203438379,B,Y,,0
-0.085901426,-0.277544256,0.024067342,1.291273839,-0.008113202,0.158089225,-0.197983981,1.310191908,0.421613611,0.421780074,1,0,-0.085901426,-0.277544256,0.011426463,1.168799809,A,Y,,1
2.132729691,0.890198411,2.06408755,1.035249335,-0.230400714,-0.924233144,-3.213563209,-0.92951086,-1.771334255,-1.846187862,1,0,2.132729691,0.890198411,1.949929209,0.92601789,C,Y,,0
-0.508749774,-1.579436299,-0.468143254,-0.817891842,0.082441767,-0.36931877,0.692566446,0.581781771,0.501715593,0.391209327,1,0,-0.508749774,-1.579436299,-0.456375801,-0.734312473,A,X,,1
-1.151238176,-1.570881457,-1.664210884,1.355572936,0.276581506,0.008556081,3.414536417,0.504483256,-0.840942999,-0.61085764,1,0,-1.151238176,-1.570881457,-1.593776029,1.221290319,A,Y,,1
0.112549844,-1.197966429,-0.21725478,0.887079776,0.389604524,-2.220421009,0.826626279,-0.147205279,-1.159215138,0.286774112,1,0,0.112549844,-1.197966429,-0.224341877,0.781237079,A,Y,,1
-0.17561913,-1.130203725,-0.351105133,2.411676676,-0.122708934,0.093372374,0.817846638,0.60211832,-0.445974255,1.516394055,1,0,-0.17561913,-1.130203725,-0.347574339,2.178038327,A,X,,0
0.34045083,-1.531107503,0.184314826,0.514254756,-0.229390744,-0.04347695,-0.069586479,-0.062191017,-0.757103527,0.572057442,1,0,0.34045083,-1.531107503,0.175323889,0.437755107,B,Y,,0
-1.389753291,-0.714065118,-1.174682462,1.178419318,1.299149821,0.66754808,1.573807048,-1.235703022,1.710814459,-0.299515038,1,0,-1.389753291,-0.714065118,-1.134044386,1.056976537,B,Y,,1
0.336724678,0.167570106,0.601180831,1.162259598,0.613770856,0.375455858,-1.348163995,0.894910556,0.61980273,-0.539591221,1,0,0.336724678,0.167570106,0.555324328,1.04947262,B,Y,,0
1.990320039,-1.585983312,1.889459973,-1.879924385,1.021383295,2.088442773,-2.886585034,0.389614177,-1.773297639,1.870965175,1,0,1.990320039,-1.585983312,1.789638861,-1.706825681,C,Y,,0
-0.320227391,-2.378996041,-0.295198807,0.670049672,1.7829056,-0.247340387,0.437550019,-1.58584564,0.314065581,0.985399711,1,0,-0.320227391,-2.378996041,-0.283770856,0.592927492,A,Y,,1
-0.403191406,-1.0560308,0.146730533,-0.256945125,1.807608508,0.506157655,-1.032397349,2.068226042,2.089234088,0.307832373,1,0,-0.403191406,-1.0560308,0.139587021,-0.218822681,C,X,,0
0.496820135,1.039111787,0.331739812,-0.075764287,0.622207144,-1.138833118,-0.293254723,-1.071857233,-0.899755983,0.670480617,1,0,0.496820135,1.039111787,0.312247653,-0.069661834,A,Y,,0
0.318354546,0.457772866,0.176702256,1.674492433,0.439501231,0.778936504,-0.078355781,0.668741656,-0.693752392,-0.005596019,1,0,0.318354546,0.457772866,0.170415071,1.520531069,B,X,,0
0.350605139,0.982683143,0.532870647,-1.400070723,0.003147727,1.229990368,-1.119419404,-0.205627854,0.341191991,0.587262413,1,0,0.350605139,0.982683143,0.490218931,-1.247285922,B,X,,1
-0.433744578,1.20193167,-0.396894837,0.008788443,0.824102897,-0.164149413,0.583650724,-0.265592633,0.435033075,0.057864047,1,0,-0.433744578,1.20193167,-0.379478243,0.014496171,B,Y,,1
0.142572615,3.098299434,0.468317837,-0.258175138,-0.284836938,-0.10619409,-1.223720857,-0.64936482,0.960888719,0.510124361,1,0,0.142572615,3.098299434,0.463435997,-0.217311196,A,Y,,0
0.845603965,-0.965664804,0.316015157,1.629166365,0.502744807,-2.49327082,0.260187809,-1.173879964,-2.343720875,-0.581782033,1,0,0.845603965,-0.965664804,0.304404884,1.460058125,C,X,,1
-0.013939975,-0.036589974,0.530437546,0.659649998,-1.036309247,-0.203461141,-1.640244545,-0.748096065,1.788759938,1.090183471,1,0,-0.013939975,-0.036589974,0.492262037,0.586618536,A,X,,0
0.076687576,1.310605913,0.052490492,1.171101972,-0.689111798,0.467690104,-0.049187993,1.289203051,-0.134687634,-1.256565336,1,0,0.076687576,1.310605913,0.041695982,1.047997359,C,Y,,1
1.792659171,-0.183150471,1.748113265,-0.356673134,0.815501022,-0.048088507,-2.741315775,-0.627313446,-1.445920951,1.180640912,1,0,1.792659171,-0.183150471,1.653402668,-0.338470733,A,X,,0
-0.247139744,2.388371993,-0.435535705,1.184256645,0.081278422,-0.037893082,0.972072302,0.111799158,-0.436274751,0.722826895,1,0,-0.247139744,2.388371993,-0.427536582,1.061451284,A,X,,1
0.266803221,0.797850701,0.365914933,-1.873441304,-0.234924272,-0.893515093,-0.730944885,-1.099044752,0.130292097,0.64589042,1,0,0.266803221,0.797850701,0.353727674,-1.683311515,A,Y,,0
0.181863118,0.505735432,0.448673161,-0.086701136,1.671347575,-0.90137568,-1.106787543,0.406056122,0.739828534,1.257619056,1,0,0.181863118,0.505735432,0.420629101,-0.085260907,A,Y,,0
